i_close_first_year,i_large_loan,i_medium_loan,rate_spread,i_refinance,age_r,cltv,dti,cu,first_mort_r,score_0,score_1,i_FHA,i_open_year2,i_open_year3,i_open_year4,i_open_year5,nsmoid,analysis_weight,open_year,pmms,i_open,considerations,applications,i_close_0,i_close_1,score_2,i_close_2,i_married,i_higher_ed,rate,rate_0,rate_1,rate_2
0,0,0,.5,1,.72000003,.31,.5,2,2,6.8400002,8.0699997,0,0,0,0,0,202687,1028.749258064516,2013,3.379999995231628,1,1,1,0,0,8.0500002,0,1,0,3.8800001,3.895689,3.8419178,3.6166666
0,0,1,-.03,0,.62,1.02,.25,2,1,8.1000004,7.9000001,1,0,0,0,0,200600,1028.749258064516,2013,3.909999996423721,0,2,2,0,0,8.2399998,0,0,1,3.8800001,3.895689,3.8419178,3.6166666
0,0,1,.47,1,.58999997,.55000001,.25,2,2,7.2600002,7.6300001,0,0,0,0,0,202382,1905.339552238806,2013,3.529999993741512,0,1,1,0,0,7.6999998,0,0,0,4,3.895689,3.8419178,3.6166666
0,0,1,-.46,0,.63,.73000002,.25,2,2,8.0500002,7.46,0,0,0,0,0,201819,1437.587274774775,2013,4.459999993443489,1,2,1,0,0,7.4899998,0,0,1,4,3.895689,3.8419178,3.6166666
0,0,1,.29,1,.47999999,.63,.25,2,2,6.79,6.5799999,0,0,0,0,0,202534,1905.339552238806,2013,3.339999996125698,0,1,1,0,0,7.1199999,0,1,0,3.6300001,3.895689,3.8419178,3.6166666
0,0,1,.74,1,.52999997,1.08,.5,2,2,6.71,6.6500001,0,0,0,0,0,201164,1706.654411764706,2013,3.509999997913837,1,1,1,0,0,6.6599998,0,1,1,4.25,3.895689,3.8419178,3.6166666
0,0,0,.8100000000000001,0,.54000002,.75,.25,2,2,7.4299998,6.4200001,0,0,0,0,0,203547,1437.587274774775,2013,3.319999992847443,0,1,1,0,0,6.7800002,0,1,1,4.1300001,3.895689,3.8419178,3.6166666
0,0,1,-.03,1,.70999998,.36000001,.25,2,2,8.0600004,8.0299997,0,0,0,0,0,202955,1028.749258064516,2013,3.529999993741512,0,1,1,0,0,8.21,0,1,0,3.5,3.895689,3.8419178,3.6166666
0,0,1,.72,1,.54000002,.82999998,.5,2,2,6.9400001,6.9899998,0,0,0,0,0,201108,1437.587274774775,2013,3.409999996423721,1,2,2,0,0,6.6500001,0,1,0,4.1300001,3.895689,3.8419178,3.6166666
0,0,0,1.5,0,.77999997,.89999998,.25,2,2,7.8099999,7.0300002,1,0,0,0,0,201678,1028.749258064516,2013,3.399999998509884,0,1,1,0,0,7.4299998,1,0,0,4.9000001,3.895689,3.8419178,3.6166666
0,0,1,-.05,0,.44999999,.75,.25,2,2,7.5700002,7.52,1,0,0,0,0,201860,1028.749258064516,2013,3.929999999701977,0,2,1,0,0,7.2600002,0,0,1,3.8800001,3.895689,3.8419178,3.6166666
0,0,0,.03,0,.61000001,.95999998,.25,2,2,7.1199999,6.6599998,1,0,0,0,0,204264,1028.749258064516,2013,3.349999994039536,0,3,1,0,0,7.1700001,0,0,1,3.3799999,3.895689,3.8419178,3.6166666
0,0,0,-.01,1,.44999999,.68000001,.25,1,2,8.0699997,8.1499996,0,0,0,0,0,204540,1437.587274774775,2013,4.509999990463257,1,2,1,0,0,7.7600002,0,0,1,4.5,3.895689,3.8419178,3.6166666
0,0,0,.35,1,.41999999,.80000001,.25,2,2,7.21,6.4499998,0,0,0,0,0,200450,1706.654411764706,2013,4.399999991059303,0,2,1,0,0,6.4899998,0,0,1,4.75,3.895689,3.8419178,3.6166666
0,0,0,.43,1,.63999999,1.02,.25,2,2,7.5100002,7.8600001,1,0,0,0,0,203748,1437.587274774775,2013,3.569999992847443,1,2,1,0,0,7.4200001,0,0,0,4,3.895689,3.8419178,3.6166666
0,0,1,-.06,1,.40000001,.67000002,.25,2,2,7.8299999,8.1499996,1,0,0,0,0,201465,1706.654411764706,2013,4.309999987483025,0,1,1,0,0,7.75,1,1,1,4.25,3.895689,3.8419178,3.6166666
0,0,1,-1.02,0,.43000001,1.05,.5,2,2,7.2600002,7.04,1,0,0,0,0,202824,1706.654411764706,2013,3.519999995827675,0,1,1,0,0,6.5500002,0,0,1,2.5,3.895689,3.8419178,3.6166666
0,0,1,.95,0,.52999997,.95999998,.5,2,2,7.4000001,7.0700002,0,0,0,0,0,200327,1028.749258064516,2013,3.929999999701977,0,1,1,0,0,7.1999998,0,0,0,4.8800001,3.895689,3.8419178,3.6166666
0,0,0,.84,1,.70999998,1.04,.25,2,2,6.9499998,7.29,0,0,0,0,0,204046,1706.654411764706,2013,3.53999999910593,0,2,1,0,0,6.5300002,1,1,0,4.3800001,3.895689,3.8419178,3.6166666
0,1,0,-.66,0,.63999999,.75,.5,2,2,7.8800001,7.5599999,0,0,0,0,0,203848,1028.749258064516,2013,3.409999996423721,1,3,1,0,0,7.71,0,1,1,2.75,3.895689,3.8419178,3.6166666
0,0,1,-.68,1,.36000001,.79000002,.25,2,2,6.9899998,7.3299999,0,0,0,0,0,203992,3025.065165876777,2013,3.929999999701977,0,2,1,0,0,7.3600001,1,1,1,3.25,3.895689,3.8419178,3.6166666
0,1,0,-.03,1,.56,.55000001,.5,2,2,6.5100002,7.3499999,0,0,0,0,0,200584,1905.339552238806,2013,3.409999996423721,1,2,1,0,0,7.7600002,0,1,1,3.3800001,3.895689,3.8419178,3.6166666
0,0,0,-.05,0,.44999999,.95999998,.5,2,1,6.4299998,6.8800001,1,0,0,0,0,200134,1905.339552238806,2013,3.929999999701977,1,1,1,0,0,7.2600002,0,0,1,3.8800001,3.895689,3.8419178,3.6166666
0,0,1,.2,0,.58999997,1.02,.5,2,1,6.3200002,6.4699998,1,0,0,0,0,202804,1437.587274774775,2013,3.429999999701977,1,1,1,0,0,6.98,0,0,0,3.6300001,3.895689,3.8419178,3.6166666
0,0,1,.32,0,.38,.99000001,.5,2,2,6.54,5.9499998,1,0,0,0,0,200395,1028.749258064516,2013,3.809999994933605,0,2,2,0,0,6.2600002,1,0,0,4.1300001,3.895689,3.8419178,3.6166666
0,0,0,-1.5,0,.20999999,.63999999,.25,2,1,7.6999998,7.54,1,0,0,0,0,203252,3025.065165876777,2013,4.319999992847443,0,1,2,0,0,6.7600002,0,0,0,2.8199999,3.895689,3.8419178,3.6166666
0,0,1,-.1,0,.33000001,1,.25,2,2,7.3899999,7.5999999,1,0,0,0,0,202535,1905.339552238806,2013,3.349999994039536,1,1,1,0,0,7.8099999,0,1,0,3.25,3.895689,3.8419178,3.6166666
0,0,1,-.58,0,.25,.88999999,.5,2,1,7.6799998,7.4299998,0,0,0,0,0,203726,1706.654411764706,2013,4.459999993443489,0,1,1,0,0,7.6399999,0,0,1,3.8799999,3.895689,3.8419178,3.6166666
0,0,0,.21,1,.66000003,.43000001,.25,2,2,7.0599999,7.1199999,0,0,0,0,0,201898,1028.749258064516,2013,3.419999994337559,1,1,1,0,0,8,0,1,1,3.6299999,3.895689,3.8419178,3.6166666
0,1,0,.48,1,.67000002,.43000001,.5,2,2,7.9299998,7.6799998,1,0,0,0,0,203631,1028.749258064516,2013,3.399999998509884,0,3,1,0,0,7.8499999,1,1,1,3.8800001,3.895689,3.8419178,3.6166666
0,0,0,.59,1,.38,.92000002,.25,2,2,6.8800001,7.3699999,1,0,0,0,0,200621,1905.339552238806,2013,3.53999999910593,1,1,1,0,0,7.9699998,0,1,0,4.1300001,3.895689,3.8419178,3.6166666
0,0,0,.06,1,.44,.66000003,.5,2,2,6.7600002,6.8600001,0,0,0,0,0,202860,1706.654411764706,2013,3.569999992847443,0,2,1,0,0,6.8400002,0,0,1,3.6299999,3.895689,3.8419178,3.6166666
0,1,0,.06,1,.61000001,.73000002,.25,2,2,7.0500002,7.5300002,0,0,0,0,0,203372,1437.587274774775,2013,3.319999992847443,1,3,1,0,0,7.8400002,0,0,1,3.3799999,3.895689,3.8419178,3.6166666
1,0,1,1.5,0,.43000001,.80000001,.25,2,2,7.21,6.6599998,1,0,0,0,0,201756,1028.749258064516,2013,3.419999994337559,0,1,1,0,1,7.1100001,0,0,0,4.9200001,3.895689,3.8419178,3.6166666
0,0,1,-.01,1,.55000001,.74000001,.25,2,2,7.9299998,8.0200005,0,0,0,0,0,200254,1028.749258064516,2013,4.389999985694885,1,2,1,0,0,8.0100002,0,0,1,4.3800001,3.895689,3.8419178,3.6166666
0,1,0,-1,0,.46000001,.60000002,.25,2,2,7.6900001,7.6100001,0,0,0,0,0,203693,1437.587274774775,2013,4.5,0,2,1,0,0,7.8699999,0,0,1,3.5,3.895689,3.8419178,3.6166666
0,0,0,.07,0,.36000001,.95999998,.5,2,2,6.3699999,7.1500001,0,0,0,0,0,200639,1905.339552238806,2013,3.309999994933605,0,1,1,0,0,7.4200001,0,0,1,3.3799999,3.895689,3.8419178,3.6166666
0,0,0,.12,0,.64999998,.52999997,.25,2,2,7.73,7.8000002,0,0,0,0,0,201177,1028.749258064516,2013,3.509999997913837,0,1,1,0,0,8.04,0,0,0,3.6300001,3.895689,3.8419178,3.6166666
0,0,0,.24,0,.41999999,1.02,.5,2,2,6.0799999,6.3099999,0,0,0,0,0,203934,1706.654411764706,2013,3.509999997913837,1,2,1,0,0,6.1599998,0,0,1,3.75,3.895689,3.8419178,3.6166666
0,0,0,.35,1,.61000001,.66000003,.5,2,2,6.2800002,6.1399999,0,0,0,0,0,201038,1028.749258064516,2013,4.399999991059303,1,3,2,0,0,6.4099998,0,0,1,4.75,3.895689,3.8419178,3.6166666
0,0,0,.84,1,.34,1,.5,2,2,8.1199999,8.1700001,0,0,0,0,0,201217,1905.339552238806,2013,3.53999999910593,1,1,1,0,0,8.1899996,0,1,1,4.3800001,3.895689,3.8419178,3.6166666
0,0,1,.2,1,.34999999,.72000003,.5,2,2,8,7.8699999,0,0,0,0,0,202067,1437.587274774775,2013,3.429999999701977,0,2,2,0,0,7.9899998,0,0,1,3.6300001,3.895689,3.8419178,3.6166666
0,0,0,.25,0,.37,1,.25,2,1,6.6799998,6.48,1,0,0,0,0,203611,1383.067621722846,2013,4.129999995231628,1,1,1,0,0,6.98,0,1,0,4.3800001,3.895689,3.8419178,3.6166666
0,0,0,-.96,0,.58999997,.95999998,.5,2,2,5.5,6.5300002,1,0,0,0,0,202345,1905.339552238806,2013,4.459999993443489,0,1,1,0,0,6.2600002,0,1,0,3.5,3.895689,3.8419178,3.6166666
0,0,0,.79,1,.37,.67000002,.5,2,2,6.6399999,7.2600002,0,0,0,0,0,203923,3025.065165876777,2013,3.589999996125698,0,1,1,0,0,7.1399999,0,1,0,4.3800001,3.895689,3.8419178,3.6166666
0,0,0,.33,0,.31999999,.91000003,.5,2,2,6.0500002,6.0500002,1,0,0,0,0,201438,2677.617101449275,2013,3.419999994337559,0,1,1,0,0,6.4499998,0,1,0,3.75,3.895689,3.8419178,3.6166666
0,0,1,-.26,0,.33000001,.97000003,.25,2,1,8.1099997,7.4899998,1,0,0,0,0,200097,1437.587274774775,2013,3.509999997913837,1,2,1,0,0,7.8600001,0,0,1,3.25,3.895689,3.8419178,3.6166666
0,0,1,-.15,0,.25,.87,.25,1,1,7.5799999,7.5500002,0,0,0,0,0,200735,1706.654411764706,2013,3.529999993741512,1,1,1,0,0,7.5100002,0,0,1,3.3799999,3.895689,3.8419178,3.6166666
0,0,1,.26,0,.34999999,.89999998,.25,2,1,7.6700001,7.6199999,0,0,0,0,0,204601,1706.654411764706,2013,3.369999997317791,0,2,1,0,0,7.6599998,0,0,1,3.6300001,3.895689,3.8419178,3.6166666
0,0,0,.84,1,.52999997,.74000001,.5,2,2,6.8099999,7.1199999,0,0,0,0,0,204600,1706.654411764706,2013,3.53999999910593,1,3,1,0,0,7.0700002,0,0,1,4.3800001,3.895689,3.8419178,3.6166666
0,0,1,-.5,1,.47999999,.86000001,.75,1,2,6.6500001,6.4699998,1,0,0,0,0,204595,3025.065165876777,2013,3.379999995231628,0,2,1,0,0,6.4899998,0,0,0,2.8800001,3.895689,3.8419178,3.6166666
0,0,0,.18,0,.30000001,1.01,.25,2,1,6.6700001,6.5500002,1,0,0,0,0,204558,1706.654411764706,2013,4.569999992847443,1,1,1,0,0,7.3499999,0,0,1,4.75,3.895689,3.8419178,3.6166666
0,0,0,.21,0,.54000002,.76999998,.25,2,2,7.71,7.3800001,0,0,0,0,0,203679,1028.749258064516,2013,3.419999994337559,0,1,1,0,0,7.3499999,0,0,0,3.6299999,3.895689,3.8419178,3.6166666
0,0,1,-.14,0,.69,1.02,.25,2,1,8.1800003,8.1700001,1,0,0,0,0,204081,1028.749258064516,2013,3.519999995827675,1,3,1,0,0,8.25,0,1,0,3.3800001,3.895689,3.8419178,3.6166666
0,0,0,.33,0,.73000002,1.03,.25,2,1,6.8099999,5.48,1,0,0,0,0,204467,1028.749258064516,2013,3.419999994337559,0,1,1,0,0,5.1900001,0,0,0,3.75,3.895689,3.8419178,3.6166666
0,0,0,-.01,0,.61000001,.75,.25,1,2,7.8499999,7.8200002,0,0,0,0,0,202960,1028.749258064516,2013,4.389999985694885,0,3,1,0,0,7.02,0,0,0,4.3800001,3.895689,3.8419178,3.6166666
0,0,0,-.83,0,.28999999,.77999997,.25,2,1,7.8400002,7.75,0,0,0,0,0,201524,1905.339552238806,2013,4.459999993443489,1,3,3,0,0,8.0500002,0,0,1,3.6299999,3.895689,3.8419178,3.6166666
0,0,0,.34,0,.28,.92000002,.5,2,1,7.46,7.9200001,0,0,0,0,0,203738,1706.654411764706,2013,4.28999999165535,0,2,1,0,0,7.73,0,0,1,4.6300001,3.895689,3.8419178,3.6166666
0,0,0,-.04,0,.27000001,.95999998,.25,2,2,7.3899999,6.8000002,1,0,0,0,0,201770,3025.065165876777,2013,3.419999994337559,1,1,1,0,0,6.8400002,0,0,0,3.3799999,3.895689,3.8419178,3.6166666
0,0,0,.35,0,.28,.94999999,.25,2,1,7.6900001,7.3800001,0,0,0,0,0,202666,1706.654411764706,2013,3.529999993741512,1,2,1,0,0,7.8299999,0,0,0,3.8799999,3.895689,3.8419178,3.6166666
0,0,0,.35,0,.23,.75,.5,2,1,7.3600001,7.73,0,0,0,0,0,202977,1706.654411764706,2013,3.529999993741512,1,3,1,0,0,7.7800002,0,0,1,3.8799999,3.895689,3.8419178,3.6166666
0,0,1,.1,0,.25,.64999998,.5,2,1,6.3099999,6.5300002,0,0,0,0,0,202858,1905.339552238806,2013,3.399999998509884,0,2,1,0,0,6.1900001,0,0,1,3.5,3.895689,3.8419178,3.6166666
0,0,0,.22,1,.70999998,1.04,.75,2,2,6.5999999,6.9299998,0,0,0,0,0,203061,1437.587274774775,2013,3.909999996423721,0,3,1,0,0,6.1999998,0,1,1,4.1300001,3.895689,3.8419178,3.6166666
0,0,0,.6,1,.58999997,.74000001,.75,2,2,7.2399998,7.21,0,0,0,0,0,203654,1028.749258064516,2013,4.399999991059303,1,1,1,0,0,6.8200002,0,0,0,5,3.895689,3.8419178,3.6166666
0,0,1,-.04,1,.57999998,.79000002,.75,2,2,8.21,8.0500002,1,0,0,0,0,203562,1028.749258064516,2013,3.53999999910593,1,1,1,0,0,7.9499998,0,0,0,3.5,3.895689,3.8419178,3.6166666
0,1,0,-.04,0,.67000002,.61000001,.5,2,2,7.0300002,7.5799999,0,0,0,0,0,204127,1437.587274774775,2013,3.53999999910593,0,1,1,0,0,7.9099998,1,1,1,3.5,3.895689,3.8419178,3.6166666
0,0,1,.59,0,.64999998,.79000002,.5,2,2,7.5100002,6.9000001,0,0,0,0,0,203877,1028.749258064516,2013,4.28999999165535,0,1,1,0,0,7.5,0,1,1,4.8800001,3.895689,3.8419178,3.6166666
1,1,0,.03,1,.67000002,.77999997,.25,2,2,6.73,7.27,0,0,0,0,0,201959,1028.749258064516,2013,3.349999994039536,0,2,2,0,1,7.04,0,0,1,3.3799999,3.895689,3.8419178,3.6166666
0,0,1,.19,0,.47,.64999998,.25,2,2,8.1199999,8.0900002,1,0,0,0,0,203866,919.7485803237856,2013,4.309999987483025,1,3,1,0,0,8.1000004,0,1,1,4.5,3.895689,3.8419178,3.6166666
0,0,0,-.68,0,.62,1.02,.25,2,1,8.1899996,7.9499998,1,0,0,0,0,201231,1028.749258064516,2013,3.929999999701977,1,1,1,0,0,8,0,0,0,3.25,3.895689,3.8419178,3.6166666
0,0,0,0,0,.66000003,.34999999,.5,2,2,7.9699998,8.04,0,0,0,0,0,204434,1028.749258064516,2013,4.129999995231628,0,3,2,0,0,8.0799999,0,0,1,4.1300001,3.895689,3.8419178,3.6166666
1,0,1,-1.5,1,.61000001,1,.75,2,2,5.9400001,6.54,1,0,0,0,0,204362,1706.654411764706,2013,3.909999996423721,0,1,1,0,1,6.6999998,0,0,0,2.4100001,3.895689,3.8419178,3.6166666
0,0,0,.18,0,.40000001,.95999998,.25,2,1,7.1500001,7.1300001,1,0,0,0,0,204574,1437.587274774775,2013,3.569999992847443,0,1,1,0,0,7.23,0,0,1,3.75,3.895689,3.8419178,3.6166666
0,0,1,1.16,1,.51999998,.70999998,.5,2,2,8.1999998,7.79,0,0,0,0,0,200706,1028.749258064516,2013,3.339999996125698,1,2,2,0,0,7.8099999,0,0,1,4.5,3.895689,3.8419178,3.6166666
0,0,0,.46,1,.68000001,1.25,.5,2,2,6.0900002,6.9699998,0,0,0,0,0,201144,1706.654411764706,2013,4.28999999165535,1,1,1,0,0,7,0,1,0,4.75,3.895689,3.8419178,3.6166666
1,0,1,.02,0,.46000001,.70999998,.5,2,2,7.4099998,7.5900002,0,0,0,0,0,203696,1706.654411764706,2013,3.979999996721745,0,1,1,0,1,7.1599998,0,0,1,4,3.895689,3.8419178,3.6166666
0,1,0,.18,0,.74000001,.79000002,.25,2,1,7.4000001,7.02,1,0,0,0,0,202983,1437.587274774775,2013,4.319999992847443,1,1,1,0,0,7.3000002,0,0,0,4.5,3.895689,3.8419178,3.6166666
0,0,1,.59,1,.40000001,1.25,.25,2,2,7.1300001,7.5599999,0,0,0,0,0,201690,3025.065165876777,2013,3.53999999910593,0,1,1,0,0,7.8099999,0,0,1,4.1300001,3.895689,3.8419178,3.6166666
0,0,0,.08,0,.56999999,.67000002,.5,2,2,8.1099997,7.8800001,0,0,0,0,0,203773,1028.749258064516,2013,3.419999994337559,0,1,1,0,0,7.6900001,0,0,0,3.5,3.895689,3.8419178,3.6166666
0,0,0,-1.21,0,.38,.95999998,.25,2,1,7.1599998,6.96,1,0,0,0,0,200337,1706.654411764706,2013,4.459999993443489,0,2,2,0,0,7.1300001,0,0,1,3.25,3.895689,3.8419178,3.6166666
0,0,1,.36,1,.37,.88999999,0,2,2,7.6399999,7.6100001,0,0,0,0,0,202342,1706.654411764706,2013,4.389999985694885,0,2,2,0,0,7.75,1,1,0,4.75,3.895689,3.8419178,3.6166666
0,0,0,.53,1,.58999997,1.25,.25,2,2,7.0799999,7,0,0,0,0,0,201420,1437.587274774775,2013,3.349999994039536,1,2,1,0,0,6.9000001,0,1,0,3.8799999,3.895689,3.8419178,3.6166666
0,0,1,.48,1,.50999999,.66000003,.5,2,2,6.7399998,6.1500001,0,0,0,0,0,201989,1437.587274774775,2013,4.399999991059303,0,2,1,0,0,5.5100002,0,0,0,4.8800001,3.895689,3.8419178,3.6166666
0,0,1,-.17,1,.55000001,.93000001,.5,2,2,6.9499998,7.0300002,1,0,0,0,0,200936,1706.654411764706,2013,3.419999994337559,0,1,1,0,0,7.48,0,1,1,3.25,3.895689,3.8419178,3.6166666
0,0,0,.03,0,.47999999,.95999998,.5,2,2,6.9299998,7.1300001,1,0,0,0,0,202701,1706.654411764706,2013,3.349999994039536,1,2,1,0,0,6.8400002,0,0,0,3.3799999,3.895689,3.8419178,3.6166666
0,0,1,0,1,.37,.88999999,.5,2,2,7.2199998,6.9000001,0,0,0,0,0,203677,1905.339552238806,2013,3.379999995231628,0,2,1,0,0,7.0599999,0,1,1,3.3800001,3.895689,3.8419178,3.6166666
0,0,0,.25,0,.46000001,.93000001,.25,2,2,7.8499999,7.9899998,0,0,0,0,0,200267,1028.749258064516,2013,4.129999995231628,1,1,1,0,0,7.9099998,0,1,1,4.3800001,3.895689,3.8419178,3.6166666
0,0,0,.35,1,.5,.74000001,.25,2,2,7.52,7.4499998,0,0,0,0,0,200392,1028.749258064516,2013,3.399999998509884,0,1,1,0,0,7.1199999,0,0,0,3.75,3.895689,3.8419178,3.6166666
0,0,1,0,0,.50999999,.75,.5,2,2,8.0900002,7.6399999,0,0,0,0,0,204381,1905.339552238806,2013,3.629999995231628,1,1,1,0,0,8,0,0,0,3.6300001,3.895689,3.8419178,3.6166666
