-3215.5881681644346,-878.2655057896994,-1424.8466802010196,-385.7939015257681,-1301.3743861253688,-1541.0738217644928,-2611.879428898078,-1206.8040462362146,-6286.863177329621,-5745.197301249339,-23719.495622867784,-23534.507389754137,-1399.2871288796268,-662.3856030905522,-678.7043935495954,-672.4128116858678,-581.3814865950617
-878.2655057896994,-878.2655057896994,-0.0,-10.017377998653501,-403.44768701152077,-419.96308852494985,-684.4474282981026,-331.0453425953451,-1716.4221771981363,-1650.950403428723,-6592.616357057836,-6547.232427122643,-388.5051800851681,-163.3845165236714,-188.74745591182256,-211.357828234593,-169.0862625876744
-1424.8466802010196,-0.0,-1424.8466802010196,-164.50913678181269,-558.181278472567,-673.9640789170332,-1189.199412778239,-543.0913125962834,-2788.940273030421,-2544.9448638777417,-10487.949001620123,-10403.73224326493,-584.9205013934085,-283.121183867734,-307.10783972319473,-298.65352659381097,-266.409169542208
-385.7939015257681,-10.017377998653501,-164.50913678181269,-713.1014349970661,-184.8624041109709,-186.757723013708,-323.4384863959759,-151.34252714246375,-780.468764076054,-690.8687738592457,-2727.1413847073536,-2708.479828047375,44.892402717027544,-59.36107488426819,-103.81306687083483,-91.89641759706862,-77.2213028999244
-1301.3743861253688,-403.44768701152077,-558.181278472567,-184.8624041109709,-1301.3743861253688,-690.642669029093,-969.7470741395372,-499.2960044667433,-2547.6974309431225,-2584.267250526038,-9523.612684329826,-9556.435083532306,-499.59092236660535,-213.7171714334908,-289.4127657314614,-298.4569146605695,-192.08985877692777
-1541.0738217644928,-419.96308852494985,-673.9640789170332,-186.75772301370802,-690.642669029093,-802.6747229813266,-1226.8388585655193,-582.8024983732678,-3013.5910286567773,-2830.971967122875,-11394.843834336389,-11318.56636824134,-656.8627727533144,-310.94373794696793,-324.37429923449133,-324.2681287787442,-281.85303634191456
-2611.879428898078,-684.4474282981026,-1189.199412778239,-323.43848639597593,-969.7470741395372,-1226.8388585655193,-2218.04382211835,-989.2583483062745,-5111.043202615672,-4607.449263250457,-19165.762500834484,-18997.266371406986,-1223.21917368145,-543.5848082459369,-548.8382789515447,-538.4178465290685,-476.07023656682316
-1206.8040462362146,-331.0453425953451,-543.0913125962834,-151.34252714246375,-499.2960044667433,-582.8024983732678,-989.2583483062745,-526.6987926622746,-2362.194071929782,-2162.141429856574,-8842.720001467333,-8771.027427167288,-555.2812524572553,-247.33781201778405,-255.89043111378857,-252.59718123199372,-219.61552943073514
-6286.863177329621,-1716.4221771981363,-2788.940273030421,-780.468764076054,-2547.6974309431225,-3013.5910286567773,-5111.043202615672,-2362.194071929782,-12429.413195659996,-11233.226193818819,-46358.069954303646,-45992.07291559094,-2707.5429326684475,-1293.9031326621916,-1326.9339374467613,-1315.3338333855136,-1131.5016758047277
-5745.197301249339,-1650.950403428723,-2544.9448638777417,-690.8687738592457,-2584.267250526038,-2830.971967122875,-4607.449263250457,-2162.141429856574,-11233.226193818819,-10804.415567419153,-42497.86793608758,-42187.492412384476,-2409.675853807602,-1166.8918237881944,-1217.8143144977385,-1210.5396729678037,-1030.443142118606
-23719.495622867784,-6592.616357057836,-10487.949001620123,-2727.1413847073536,-9523.612684329826,-11394.843834336389,-19165.762500834484,-8842.720001467333,-46358.069954303646,-42497.86793608758,-176268.10477668548,-174611.29213111108,-10022.409300758056,-4894.4024189009915,-4994.965483437315,-4956.459037707916,-4260.450826852034
-23534.507389754137,-6547.232427122643,-10403.73224326493,-2708.479828047375,-9556.435083532306,-11318.56636824134,-18997.266371406986,-8771.027427167288,-45992.07291559094,-42187.492412384476,-174611.29213111108,-173634.77242729714,-9938.271186940226,-4836.822640857252,-4956.061883293631,-4931.269118610186,-4235.443757029168
-1399.2871288796268,-388.5051800851681,-584.9205013934085,44.892402717027544,-499.59092236660535,-656.8627727533144,-1223.21917368145,-555.2812524572553,-2707.5429326684475,-2409.675853807602,-10022.409300758056,-9938.271186940226,-1399.2871288796268,-291.9687208636006,-304.94510845753837,-304.355272657814,-267.1956172751739
-662.3856030905522,-163.3845165236714,-283.121183867734,-59.36107488426819,-213.7171714334908,-310.94373794696793,-543.5848082459369,-247.33781201778405,-1293.9031326621916,-1166.8918237881944,-4894.4024189009915,-4836.822640857252,-291.9687208636006,-662.3856030905522,-0.0,-0.0,-0.0
-678.7043935495954,-188.74745591182256,-307.10783972319473,-103.81306687083483,-289.4127657314614,-324.37429923449133,-548.8382789515447,-255.89043111378857,-1326.9339374467613,-1217.8143144977385,-4994.965483437315,-4956.061883293631,-304.94510845753837,-0.0,-678.7043935495954,-0.0,-0.0
-672.4128116858678,-211.357828234593,-298.65352659381097,-91.89641759706862,-298.4569146605695,-324.2681287787442,-538.4178465290685,-252.59718123199372,-1315.3338333855136,-1210.5396729678037,-4956.459037707916,-4931.269118610186,-304.355272657814,-0.0,-0.0,-672.4128116858678,-0.0
-581.3814865950617,-169.0862625876744,-266.409169542208,-77.2213028999244,-192.08985877692777,-281.85303634191456,-476.07023656682316,-219.61552943073514,-1131.5016758047277,-1030.443142118606,-4260.450826852034,-4235.443757029168,-267.1956172751739,-0.0,-0.0,-0.0,-581.3814865950617
