theta,gamma,z_H,k,l,w,r,b,welfare,cv
0.11,0.42,3.0,3.397877263929253,0.3446528190541937,1.4661552977713748,0.022471235499639836,0.22475832898346626,-35.7797722653771,0.6020123749840643
