i_large_loan,i_medium_loan,rate_spread,i_refinance,age_r,cltv,dti,cu,first_mort_r,i_FHA,i_open_year2,i_open_year3,i_open_year4,i_open_year5,score_0,score_1,score_2,duration,nsmoid,analysis_weight,open_year,pmms,i_open,considerations,applications,i_close_first_year,i_married,i_higher_ed,rate,rate_0,rate_1,rate_2,i_open_0,i_open_1,i_open_2,change_score_0,change_score_1,change_score_2
0,1,.03,1,.55000001,.85000002,.5,2,2,1,0,0,0,0,6.79,6.9299998,7.1500001,4,200748,1713.591902552204,2013,3.349999994039536,1,2,1,0,1,1,3.3799999,3.895689,3.8419178,3.6166666,1,1,1,0,.13999987,.36000013
0,1,.68,1,.61000001,.73000002,.25,2,2,0,0,0,0,0,7.4400001,7.0900002,6.8400002,4,202050,1208.769410801964,2013,3.569999992847443,1,1,1,0,1,0,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.3499999,-.5999999
0,0,-.03,1,.61000001,.69999999,.25,2,2,0,0,0,0,0,7.6100001,7.8699999,7.8299999,4,200624,919.7485803237856,2013,4.279999986290932,1,1,2,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,.25999975,.21999979
1,0,-.02,1,.66000003,.68000001,.5,2,2,0,0,0,0,0,8.1700001,8.1999998,8.29,4,200979,919.7485803237856,2013,3.399999998509884,1,1,1,0,1,0,3.3800001,3.895689,3.8419178,3.6166666,1,1,1,0,.029999733,.11999989
0,1,.16,1,.5,.67000002,.25,2,2,0,0,0,0,0,7.5300002,7.4000001,7.1799998,4,203847,1383.067621722846,2013,3.339999996125698,1,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.13000011,-.35000038
0,0,.1,0,.64999998,1.03,.25,2,2,1,0,0,0,0,6.9200001,6.6199999,6.1900001,4,202531,1028.749258064516,2013,3.529999993741512,0,1,1,0,1,0,3.6299999,3.895689,3.8419178,3.6166666,1,1,1,0,-.30000019,-.73000002
0,1,.38,1,.63999999,.62,.5,2,2,0,0,0,0,0,7.96,7.8899999,8.0500002,4,201892,2677.617101449275,2013,3.369999997317791,1,3,2,0,1,0,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.070000172,.090000153
0,1,.76,1,.64999998,.95999998,.25,2,2,0,0,0,0,0,7.6300001,7.8400002,7.9000001,4,200510,1208.769410801964,2013,3.369999997317791,1,2,1,0,1,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,.21000004,.26999998
0,0,.6899999999999999,0,.68000001,.75999999,.25,2,1,0,0,0,0,0,6.1900001,5.8000002,5.8800001,4,200149,1383.067621722846,2013,3.559999994933605,0,1,1,0,0,0,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.38999987,-.30999994
0,1,.07,0,.67000002,.37,.25,2,2,0,0,0,0,0,8.1199999,8.21,8.2299995,4,202916,1208.769410801964,2013,4.309999987483025,0,2,2,0,1,1,4.3800001,3.895689,3.8419178,3.6166666,1,1,1,0,.090000153,.10999966
0,0,.42,0,.30000001,.68000001,.25,2,1,1,0,0,0,0,6.1900001,6.6799998,6.8600001,4,203752,2677.617101449275,2013,4.579999998211861,1,1,1,0,0,1,5,3.895689,3.8419178,3.6166666,1,1,1,0,.48999977,.67000008
0,1,-.41,0,.25999999,.56999999,.25,2,1,0,0,0,0,0,7.52,7.73,7.8299999,4,201345,1713.591902552204,2013,3.909999996423721,0,1,1,0,1,0,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.21000004,.30999994
0,0,-.15,0,.28999999,.94999999,.25,2,1,1,0,0,0,0,6.4299998,6.0500002,5.48,4,200602,1713.591902552204,2013,3.399999998509884,1,1,1,0,1,1,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.37999964,-.94999981
0,0,.15,0,.27000001,.77999997,.5,2,2,0,0,0,0,0,6.8000002,7,7.23,4,204510,1713.591902552204,2013,4.099999994039536,0,1,1,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,.19999981,.42999983
0,1,1.5,1,.55000001,.81,.25,2,2,0,0,0,0,0,7.4499998,7.48,7.4699998,3,203403,1208.769410801964,2013,3.409999996423721,0,1,1,0,1,1,4.9099998,3.895689,3.8419178,3.6166666,1,1,0,0,.03000021,.019999981
0,1,.32,0,.69,.73000002,.5,2,2,0,0,0,0,0,7.1900001,6.7399998,6.8499999,4,204003,919.7485803237856,2013,3.429999999701977,1,2,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.45000029,-.34000015
0,1,.04,1,.67000002,.66000003,0,2,2,0,0,0,0,0,8.1400003,8.0299997,8.1999998,4,201399,919.7485803237856,2013,3.339999996125698,1,1,1,0,1,1,3.3800001,3.895689,3.8419178,3.6166666,1,1,1,0,-.11000061,.059999466
1,0,-.58,1,.36000001,.93000001,.25,2,2,0,0,0,0,0,7.8200002,8.1400003,8.1000004,4,203481,1383.067621722846,2013,4.459999993443489,0,1,1,0,1,1,3.8799999,3.895689,3.8419178,3.6166666,1,1,1,0,.32000017,.28000021
0,1,.07,1,.55000001,.55000001,.25,2,2,0,0,0,0,0,7.8600001,7.8899999,7.9099998,4,200103,919.7485803237856,2013,3.559999994933605,1,4,1,0,1,1,3.6299999,3.895689,3.8419178,3.6166666,1,1,1,0,.029999733,.049999714
1,0,.72,1,.56,.67000002,.25,2,2,0,0,0,0,0,8.0100002,7.5300002,7.6500001,4,203447,1208.769410801964,2013,3.529999993741512,1,1,1,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.48000002,-.36000013
0,1,.33,1,.66000003,.72000003,.25,2,2,0,0,0,0,0,7.9099998,8.0600004,8.2600002,3,203757,919.7485803237856,2013,3.419999994337559,0,1,1,0,1,0,3.75,3.895689,3.8419178,3.6166666,1,1,0,0,.15000057,.35000038
0,1,.43,1,.76999998,.94,.5,2,2,0,0,0,0,0,7.6799998,7.5900002,8.0200005,3,201835,919.7485803237856,2013,4.319999992847443,0,1,1,0,1,1,4.75,3.895689,3.8419178,3.6166666,1,1,0,0,-.089999676,.34000063
0,0,.46,1,.41999999,.86000001,.5,2,2,1,0,0,0,0,7.1900001,7.8299999,7.8200002,4,201341,1383.067621722846,2013,3.53999999910593,0,2,2,0,1,0,4,3.895689,3.8419178,3.6166666,1,1,1,0,.63999987,.63000011
1,0,1.46,1,.44,.54000002,.25,2,2,1,0,0,0,0,7.4499998,7.7199998,7.54,3,203742,1383.067621722846,2013,3.53999999910593,0,1,1,0,1,1,5,3.895689,3.8419178,3.6166666,1,1,0,0,.26999998,.090000153
0,0,.6,1,.64999998,.89999998,.25,2,2,0,0,0,0,0,7.3400002,7.1399999,7.3699999,4,202689,1208.769410801964,2013,3.399999998509884,1,3,3,0,1,0,4,3.895689,3.8419178,3.6166666,1,1,1,0,-.20000029,.029999733
0,1,.47,1,.58999997,1.25,.5,2,2,0,0,0,0,0,7.4000001,7.77,7.9299998,4,203048,1208.769410801964,2013,3.529999993741512,1,1,1,0,1,1,4,3.895689,3.8419178,3.6166666,1,1,1,0,.36999989,.52999973
1,0,.19,1,.61000001,.92000002,.25,2,2,0,0,0,0,0,7.1399999,6.6599998,6.23,2,203123,1713.591902552204,2013,3.809999994933605,0,2,1,1,1,1,4,3.895689,3.8419178,3.6166666,1,0,1,0,-.48000002,-.90999985
0,0,.16,1,.55000001,.69,.25,2,2,1,0,0,0,0,7.98,7.8400002,7.8699999,4,203718,919.7485803237856,2013,3.339999996125698,1,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.13999987,-.11000013
0,1,-.31,1,.41,.92000002,.25,2,2,1,0,0,0,0,7.6500001,7.1999998,7.23,4,201410,1383.067621722846,2013,3.559999994933605,1,1,1,0,1,0,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.45000029,-.42000008
0,0,.17,1,.85000002,1,.75,2,2,0,0,0,0,0,5.6599998,6.3800001,6.3899999,4,204289,1713.591902552204,2013,4.459999993443489,1,4,1,0,1,0,4.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,.72000027,.73000002
0,0,.13,0,.52999997,.94,.5,2,1,1,0,0,0,0,6.5100002,6.1799998,5.5300002,4,203915,919.7485803237856,2013,3.369999997317791,1,2,1,0,0,0,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.3300004,-.98000002
0,0,-.08,0,.66000003,.70999998,.5,2,2,0,0,0,0,0,7.3899999,8.1499996,7.5999999,4,203768,919.7485803237856,2013,4.579999998211861,1,1,1,0,1,0,4.5,3.895689,3.8419178,3.6166666,1,1,1,0,.75999975,.21000004
0,1,-.15,1,.62,.23,.5,2,2,0,0,0,0,0,8.1800003,8.1400003,7.9400001,4,203981,919.7485803237856,2013,3.529999993741512,1,3,1,0,1,1,3.3799999,3.895689,3.8419178,3.6166666,1,1,1,0,-.039999962,-.24000025
0,0,.47,1,.49000001,1.0599999,1,2,2,0,0,0,0,0,7.9099998,7.4899998,7.4200001,4,202521,1713.591902552204,2013,3.529999993741512,0,1,1,0,1,0,4,3.895689,3.8419178,3.6166666,1,1,1,0,-.42000008,-.48999977
0,1,-.09,1,.56999999,.41999999,.25,2,2,0,0,0,0,0,8.0699997,8.04,7.6700001,4,203906,919.7485803237856,2013,3.339999996125698,1,2,1,0,1,0,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.029999733,-.39999962
1,0,-.28,1,.64999998,.56999999,.25,2,2,0,0,0,0,0,8.2399998,7.5900002,7.8800001,4,203962,919.7485803237856,2013,3.909999996423721,1,1,1,0,1,0,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.64999962,-.35999966
1,0,.33,1,.60000002,.52999997,.25,2,2,1,0,0,0,0,7.96,7.9200001,7.9099998,4,202128,1208.769410801964,2013,3.419999994337559,0,1,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.039999962,-.050000191
0,0,-.01,0,.63,.80000001,.25,2,2,0,0,0,0,0,7.6100001,7.5599999,8.1599998,4,204560,919.7485803237856,2013,3.509999997913837,0,1,1,0,1,0,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.050000191,.54999971
0,1,-.16,0,.57999998,.97000003,.25,2,1,1,0,0,0,0,6.8000002,7.1900001,7.3099999,4,204307,1383.067621722846,2013,3.909999996423721,0,2,1,0,0,0,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,.38999987,.50999975
0,1,-1.5,0,.62,.80000001,.25,2,2,0,0,0,0,0,8.2700005,8.1400003,8.2200003,4,200841,919.7485803237856,2013,3.519999995827675,0,3,1,0,1,1,2.02,3.895689,3.8419178,3.6166666,1,1,1,0,-.13000011,-.050000191
0,0,.5,1,.67000002,.80000001,.5,2,2,0,0,0,0,0,7.98,8.1300001,8.0500002,4,203815,919.7485803237856,2013,4.5,0,3,3,0,1,1,5,3.895689,3.8419178,3.6166666,1,1,1,0,.1500001,.070000172
0,1,-.28,1,.51999998,.63,.5,2,2,1,0,0,0,0,8.1400003,8.2299995,8.0600004,4,202287,1208.769410801964,2013,3.909999996423721,1,1,1,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,.089999199,-.079999924
1,0,-.29,0,.44,1.03,.25,2,2,1,0,0,0,0,7.27,7.0700002,7.21,4,203755,1383.067621722846,2013,3.53999999910593,1,1,1,0,1,1,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.19999981,-.059999943
0,1,.22,1,.69,.63,.25,2,2,0,0,0,0,0,7.25,7.5100002,7.3299999,4,201483,1383.067621722846,2013,3.409999996423721,1,2,1,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,.26000023,.079999924
0,1,-.07,1,.41,.67000002,.5,2,2,0,0,0,0,0,8.0100002,8.0799999,8.1000004,4,200556,1208.769410801964,2013,3.569999992847443,1,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.069999695,.090000153
0,1,-.28,0,.37,.79000002,.25,2,2,0,0,0,0,0,7.9699998,7.98,8.0799999,4,203374,1208.769410801964,2013,3.909999996423721,0,1,1,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,.010000229,.11000013
0,1,.13,1,.58999997,.66000003,.25,2,2,0,0,0,0,0,7.5999999,7.73,7.5700002,4,201847,919.7485803237856,2013,3.369999997317791,1,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.13000011,-.029999733
1,0,-.43,1,.51999998,.73000002,.5,2,2,1,0,0,0,0,8.04,7.9099998,8.1800003,4,200240,1383.067621722846,2013,3.429999999701977,1,2,1,0,1,0,3,3.895689,3.8419178,3.6166666,1,1,1,0,-.13000011,.14000034
1,0,.34,1,.46000001,.86000001,.25,2,2,0,0,0,0,0,7.5100002,7.6700001,6.8800001,4,200702,1383.067621722846,2013,3.409999996423721,1,1,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,.15999985,-.63000011
1,0,-.01,0,.36000001,.75999999,.25,2,1,0,0,0,0,0,7.8400002,7.5700002,7.75,4,200513,1383.067621722846,2013,3.509999997913837,1,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.26999998,-.090000153
1,0,-1.5,0,.36000001,.68000001,.5,2,2,1,0,0,0,0,7.8099999,7.8800001,7.8499999,3,203635,2677.617101449275,2013,4.399999991059303,0,1,1,0,1,1,2.9000001,3.895689,3.8419178,3.6166666,1,1,0,0,.070000172,.039999962
0,1,.25,1,.5,.75999999,.5,2,2,0,0,0,0,0,7.3299999,6.75,7.0100002,4,202507,1208.769410801964,2013,3.629999995231628,1,1,1,0,1,0,3.8800001,3.895689,3.8419178,3.6166666,1,1,1,0,-.57999992,-.31999969
0,1,.34,0,.69999999,.88999999,.5,2,2,0,0,0,0,0,7.2199998,7.5500002,7.4899998,3,200566,919.7485803237856,2013,3.909999996423721,0,2,1,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,0,0,.3300004,.26999998
0,1,.16,1,.5,.34999999,.25,2,2,0,0,0,0,0,8.0500002,7.9899998,7.6199999,4,202418,1208.769410801964,2013,3.589999996125698,1,1,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.06000042,-.43000031
0,0,.74,0,.60000002,.80000001,0,2,2,0,0,0,0,0,8.29,8.1999998,8,4,202856,1383.067621722846,2013,3.509999997913837,1,1,1,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.090000153,-.28999996
1,0,.03,1,.56999999,.80000001,.25,2,2,0,0,0,0,0,7.5300002,7.46,7.8699999,4,204140,1383.067621722846,2013,3.349999994039536,1,1,1,0,1,0,3.3799999,3.895689,3.8419178,3.6166666,1,1,1,0,-.070000172,.33999968
0,1,-.03,1,.44999999,.80000001,.25,1,2,0,0,0,0,0,8.21,8.1700001,8.1300001,4,200636,1208.769410801964,2013,3.909999996423721,1,2,1,0,1,1,3.8800001,3.895689,3.8419178,3.6166666,1,1,1,0,-.039999962,-.079999924
0,0,.57,1,.73000002,.57999998,.5,2,2,0,0,0,0,0,7.77,7.5999999,7.5999999,4,203996,919.7485803237856,2013,3.929999999701977,1,1,1,0,1,0,4.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.17000008,-.17000008
0,0,-.21,0,.68000001,.56,.25,2,2,0,0,0,0,0,7.5799999,7.48,7.9299998,4,200273,919.7485803237856,2013,3.589999996125698,1,1,1,0,1,0,3.3800001,3.895689,3.8419178,3.6166666,1,1,1,0,-.099999905,.3499999
0,0,.22,1,.56,1,.5,2,2,0,0,0,0,0,7.1100001,7.1300001,6.77,2,204156,1713.591902552204,2013,3.529999993741512,0,1,1,1,1,0,3.75,3.895689,3.8419178,3.6166666,1,0,1,0,.019999981,-.34000015
0,1,-.16,1,.66000003,.68000001,.5,2,2,1,0,0,0,0,6.5,6.0599999,7.3699999,4,203419,1713.591902552204,2013,3.909999996423721,1,1,1,0,1,0,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.44000006,.86999989
0,0,-.06,1,.63,.74000001,.25,2,2,0,0,0,0,0,7.54,6.9000001,5.8000002,4,200084,1208.769410801964,2013,3.559999994933605,1,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.63999987,-1.7399998
0,1,1.13,1,.66000003,1.25,.25,2,2,0,0,0,0,0,6.0900002,7.4899998,7.5100002,4,200648,1208.769410801964,2013,3.369999997317791,1,1,1,0,1,1,4.5,3.895689,3.8419178,3.6166666,1,1,1,0,1.3999996,1.4200001
0,1,-.38,1,.44,.40000001,.25,2,2,0,0,0,0,0,8.0200005,8.0600004,8.0900002,3,203383,1383.067621722846,2013,4.5,0,1,1,0,1,0,4.1199999,3.895689,3.8419178,3.6166666,1,1,0,0,.039999962,.069999695
0,0,-.16,1,.76999998,.54000002,.5,2,2,0,0,0,0,0,7.4899998,7.73,7.7800002,4,201475,1208.769410801964,2013,3.909999996423721,0,1,1,0,1,0,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,.24000025,.29000044
0,1,-.1,1,.38999999,.94,.5,2,2,1,0,0,0,0,6.04,6.7399998,6.71,4,204166,1383.067621722846,2013,3.349999994039536,1,3,1,0,1,0,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,.69999981,.67000008
1,0,.09,1,.47,.51999998,.25,2,2,0,0,0,0,0,8.0100002,8.1000004,8.1800003,4,203187,1383.067621722846,2013,3.409999996423721,1,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.090000153,.17000008
0,1,.09,0,.38,1.02,.5,2,1,1,0,0,0,0,5.8800001,6.1799998,7.5100002,3,203029,919.7485803237856,2013,3.409999996423721,0,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,0,0,.29999971,1.6300001
0,1,.21,1,.40000001,.94999999,.25,1,2,0,0,0,0,0,6.6700001,6.3899999,7.4000001,4,202625,1713.591902552204,2013,3.53999999910593,1,2,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.28000021,.73000002
0,0,-.34,0,.63,.95999998,.25,2,2,1,0,0,0,0,8.0100002,7.8099999,7.8400002,4,200724,1713.591902552204,2013,3.589999996125698,0,2,1,0,1,1,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-.20000029,-.17000008
0,1,.35,1,.74000001,.69999999,.25,2,2,0,0,0,0,0,7.6999998,7.52,7.6300001,4,200055,919.7485803237856,2013,3.399999998509884,1,3,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.17999983,-.069999695
1,0,.15,1,.34,.63999999,.25,2,2,1,0,0,0,0,6.8299999,7.5700002,7.6900001,3,201251,2677.617101449275,2013,3.349999994039536,0,1,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,0,0,.74000025,.86000013
1,0,-.93,0,.36000001,.33000001,.25,2,2,0,0,0,0,0,8.1800003,8.2600002,7.96,2,200522,1383.067621722846,2013,3.429999999701977,0,1,2,1,1,1,2.5,3.895689,3.8419178,3.6166666,1,0,1,0,.079999924,-.22000027
1,0,.08,1,.38,.47999999,.25,2,2,0,0,0,0,0,7.9099998,7.8800001,7.8600001,4,202839,1208.769410801964,2013,3.419999994337559,0,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.029999733,-.049999714
0,1,-.18,1,.58999997,.72000003,.25,2,2,0,0,0,0,0,8.21,8.1800003,8.1999998,4,200168,919.7485803237856,2013,3.809999994933605,1,3,1,0,0,1,3.6299999,3.895689,3.8419178,3.6166666,1,1,1,0,-.029999733,-.010000229
0,0,.35,0,.28999999,.97000003,.5,2,1,0,0,0,0,0,7.5300002,7.3000002,7.1599998,4,204152,1383.067621722846,2013,3.529999993741512,0,3,1,0,1,0,3.8799999,3.895689,3.8419178,3.6166666,1,1,1,0,-.23000002,-.37000036
1,0,.22,0,.31999999,.63,.25,2,2,0,0,0,0,0,7.8899999,7.6399999,7.98,4,203972,1437.587274774775,2013,3.529999993741512,0,2,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,-.25,.090000153
1,0,.32,1,.33000001,.80000001,.5,2,2,0,0,0,0,0,6.5100002,7.23,6.7199998,4,201078,2677.617101449275,2013,3.809999994933605,0,5,2,0,1,1,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,.71999979,.20999956
1,0,-.38,1,.56999999,.75,.25,2,2,0,0,0,0,0,7.9400001,8.0500002,8.2200003,4,203316,919.7485803237856,2013,4.509999990463257,0,4,1,0,1,1,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,.11000013,.28000021
0,1,-.44,0,.27000001,.85000002,.25,2,2,0,0,0,0,0,7.6799998,7.46,7.48,4,204438,1713.591902552204,2013,4.569999992847443,1,2,1,0,1,1,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.21999979,-.19999981
0,0,.4,0,.28,.94,.25,2,1,0,0,0,0,0,7.4699998,7.52,7.5900002,4,200547,1208.769410801964,2013,4.229999989271164,0,3,1,0,1,1,4.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,.050000191,.12000036
0,0,.12,1,.31,.74000001,.25,2,2,0,0,0,0,0,8.0900002,7.8000002,8.1899996,4,202875,1383.067621722846,2013,3.509999997913837,1,3,2,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.28999996,.099999428
0,0,-.03,1,.75999999,.52999997,.25,2,2,0,0,0,0,0,7.9099998,8.1400003,8.2399998,4,203871,919.7485803237856,2013,3.529999993741512,1,3,3,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.2300005,.32999992
1,0,-.04,1,.47,.99000001,.25,1,2,1,0,0,0,0,8.1800003,8.2200003,8.1499996,4,202818,1208.769410801964,2013,3.53999999910593,1,3,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.039999962,-.030000687
1,0,.32,1,.54000002,.72000003,.25,2,2,0,0,0,0,0,7.96,7.9299998,7.9099998,4,202244,919.7485803237856,2013,4.309999987483025,1,2,2,0,1,1,4.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.03000021,-.050000191
0,0,-.28,0,.61000001,.95999998,.5,1,2,1,0,0,0,0,7.0100002,5.9200001,6.3600001,4,201727,919.7485803237856,2013,3.529999993741512,1,2,1,0,1,0,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-1.0900002,-.6500001
0,1,-.13,1,.56999999,.80000001,.25,2,2,1,0,0,0,0,7.9499998,6.3099999,6.5799999,4,202756,919.7485803237856,2013,3.379999995231628,0,1,1,0,1,1,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,-1.6399999,-1.3699999
0,1,.33,1,.52999997,1.0599999,.25,2,2,0,0,0,0,0,8.0900002,8.1400003,8.2399998,4,200140,1208.769410801964,2013,3.419999994337559,0,3,1,0,1,1,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,.050000191,.14999962
0,0,-1.37,1,.69999999,.44,.25,2,2,0,0,0,0,0,8.1199999,7.79,7.7199998,4,204123,919.7485803237856,2013,4.36999998986721,1,2,1,0,1,1,3,3.895689,3.8419178,3.6166666,1,1,1,0,-.32999992,-.4000001
0,0,1.47,1,.41999999,.73000002,.25,2,2,0,0,0,0,0,6.5999999,6.6399999,6.5500002,3,204442,1713.591902552204,2013,3.409999996423721,0,2,1,0,1,1,4.8800001,3.895689,3.8419178,3.6166666,1,1,0,0,.039999962,-.049999714
0,0,-.38,1,.52999997,.56,.25,2,2,0,0,0,0,0,7.2600002,7.7800002,7.8699999,4,201514,919.7485803237856,2013,4.509999990463257,1,3,2,0,1,0,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,.51999998,.60999966
0,1,-.02,1,.34999999,.80000001,.25,2,2,0,0,0,0,0,7.9400001,7.9299998,7.8600001,4,202204,1383.067621722846,2013,3.519999995827675,0,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.010000229,-.079999924
0,1,.57,1,.57999998,1.25,1,2,2,0,0,0,0,0,7.8899999,7.9899998,8.2200003,4,202076,2677.617101449275,2013,4.309999987483025,1,3,2,0,0,1,4.8800001,3.895689,3.8419178,3.6166666,1,1,1,0,.099999905,.3300004
0,0,.04,1,.69,.86000001,.25,2,2,0,0,0,0,0,7.4699998,6.8800001,6.5599999,4,202749,1713.591902552204,2013,3.589999996125698,1,1,1,0,1,0,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.58999968,-.90999985
1,0,-.09,0,.63,.88999999,.25,2,2,0,0,0,0,0,7.5,7.9099998,8.0100002,4,202913,919.7485803237856,2013,3.589999996125698,1,2,2,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,.40999985,.51000023
1,0,-.07,0,.60000002,.80000001,.25,2,2,0,0,0,0,0,8.3199997,8.2200003,8.2700005,4,203559,919.7485803237856,2013,3.569999992847443,1,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,1,0,-.099999428,-.049999237
0,1,-.01,0,.62,.77999997,.25,2,2,0,0,0,0,0,8.3599997,8.25,8.3000002,3,201850,919.7485803237856,2013,3.509999997913837,0,2,1,0,1,1,3.5,3.895689,3.8419178,3.6166666,1,1,0,0,-.10999966,-.059999466
1,0,-.07,1,.54000002,.54000002,.25,2,2,0,0,0,0,0,8.1300001,8.1599998,7.5900002,4,203475,919.7485803237856,2013,3.319999992847443,1,1,1,0,1,1,3.25,3.895689,3.8419178,3.6166666,1,1,1,0,.029999733,-.53999996
0,1,.36,1,.44999999,.77999997,.25,2,2,1,0,0,0,0,7.77,6.2800002,6.1999998,4,201921,1383.067621722846,2013,3.519999995827675,0,1,1,0,1,0,3.8800001,3.895689,3.8419178,3.6166666,1,1,1,0,-1.4899998,-1.5700002
1,0,.11,1,.73000002,.61000001,.25,2,2,0,0,0,0,0,7.3099999,6.7800002,7.4699998,4,200298,919.7485803237856,2013,3.519999995827675,1,2,1,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.52999973,.15999985
1,0,-.28,0,.47,.68000001,.5,2,2,0,0,0,0,0,7.8600001,7.54,7.7600002,4,203627,1383.067621722846,2013,3.909999996423721,1,2,1,0,1,1,3.6300001,3.895689,3.8419178,3.6166666,1,1,1,0,-.32000017,-.099999905
1,0,.32,0,.41,.83999997,.5,1,2,1,0,0,0,0,7.6900001,8.0299997,7.4200001,4,200474,1713.591902552204,2013,3.809999994933605,1,2,1,0,1,1,4.1300001,3.895689,3.8419178,3.6166666,1,1,1,0,.33999968,-.26999998
1,0,.62,1,.51999998,.82999998,.5,2,2,0,0,0,0,0,6.98,7.25,7.4000001,4,201681,1383.067621722846,2013,3.629999995231628,0,4,1,0,1,1,4.25,3.895689,3.8419178,3.6166666,1,1,1,0,.26999998,.42000008
0,1,-.19,1,.43000001,.80000001,.25,2,2,0,0,0,0,0,8.2399998,8.21,8.1599998,3,202769,1208.769410801964,2013,3.569999992847443,0,2,1,0,1,1,3.3799999,3.895689,3.8419178,3.6166666,1,1,0,0,-.029999733,-.079999924
1,0,.21,1,.63,.62,.5,2,2,0,0,0,0,0,8.0600004,7.96,7.9000001,2,200851,919.7485803237856,2013,3.419999994337559,0,1,1,1,1,1,3.6299999,3.895689,3.8419178,3.6166666,1,0,1,0,-.10000038,-.16000032
1,0,.32,0,.52999997,.74000001,.5,2,2,0,0,0,0,0,7.27,7.5300002,7.3000002,4,202556,1208.769410801964,2013,3.429999999701977,0,1,1,0,1,0,3.75,3.895689,3.8419178,3.6166666,1,1,1,0,.26000023,.03000021
0,0,.22,1,.60000002,.52999997,.25,2,2,1,0,0,0,0,5.5100002,6.2199998,6.3899999,2,201387,2677.617101449275,2013,3.529999993741512,0,1,1,1,1,0,3.75,3.895689,3.8419178,3.6166666,1,0,1,0,.70999956,.87999964
