theta,gamma,z_H,k,l,w,r,b,welfare,cv
0.11,0.42,0.5,0.9745042114345418,0.16349852170757226,1.216962327644801,0.0548496751528576,0.0897114483522886,-46.480812961763384,0.9771789108579864
