theta,gamma,z_H,k,l,w,r,b,welfare,cv
0.11,0.42,3.0,3.3917587844857815,0.343206341937861,1.459933417144063,0.023097110427720488,0.22591509872980112,-35.77433190156796,0.6019890810371521
